Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,rate
A Fall From Grace,2020,18+,,1,0,0,0,0,Tyler Perry,"Drama,Thriller",United States,English,115,Intermediate
A Family Affair,2015,,,1,0,0,0,0,Tom Fassaert,Documentary,"Netherlands,Denmark,South Africa","Dutch,English",110,High
A Family Man,2017,18+,13%,1,0,0,0,0,Mark Williams,Drama,"Canada,United States",English,108,Intermediate
A Family Reunion Christmas,2019,,,1,0,0,0,0,Robbie Countryman,"Short,Comedy,Family",United States,English,28,Intermediate
A Farewell to Arms,1932,7+,93%,0,0,1,0,0,Frank Borzage,"Drama,Romance,War",United States,English,80,Intermediate
A Fat Wreck,2016,,,0,0,1,0,0,Shaun Colon,"Documentary,Music",United States,English,88,High
A Father's Choice,2000,all,,0,0,1,0,0,Christopher Cain,Drama,United States,English,96,Intermediate
A Field in England,2013,,86%,0,0,1,0,0,Ben Wheatley,"Drama,History,Horror,Mystery",United Kingdom,English,90,Intermediate
A Fine Step,2014,7+,,0,0,1,0,0,Jonathan Meyers,Drama,United States,,111,Low
A Five Star Life,2013,,64%,0,0,1,0,0,Maria Sole Tognazzi,"Drama,Romance",Italy,"Italian,French,English",85,Intermediate
A Flying Jatt,2016,,43%,1,0,0,0,0,Remo D'Souza,"Action,Adventure,Comedy,Drama,Sci-Fi",India,Hindi,151,Low
A Fool There Was,1915,,80%,0,0,1,0,0,Frank Powell,Drama,United States,English,67,Intermediate
A Force of One,1979,7+,,0,0,1,0,0,Paul Aaron,"Action,Crime,Drama,Thriller",United States,English,90,Low
A Fortunate Man,2018,16+,80%,1,0,0,0,0,Bille August,Drama,Denmark,"Danish,German",162,High
A Friend Is a Treasure,1981,,,0,0,1,0,0,Sergio Corbucci,"Adventure,Comedy,Action","Italy,United States",Italian,108,High
A Frosty Affair,2015,16+,,0,0,1,0,0,Dylan Pearce,"Adventure,Comedy,Romance",Canada,English,96,Intermediate
A Futile and Stupid Gesture,2018,18+,61%,1,0,0,0,0,David Wain,"Biography,Comedy",United States,English,101,Intermediate
A Gentle Night,2018,,,0,0,1,0,0,Qiu Yang,"Short,Drama",China,Chinese,15,Intermediate
A Ghost Story,2017,18+,91%,1,0,0,0,0,David Lowery,"Drama,Fantasy,Romance",United States,"English,Spanish",92,Intermediate
A Girl Like Grace,2015,13+,,0,0,1,0,0,Ty Hodges,Drama,United States,English,93,Intermediate
A Girl Like Her,2015,13+,65%,0,0,1,0,0,Amy S. Weber,Drama,United States,English,91,High
A Glimpse Inside the Mind of Charles Swan III,2012,18+,16%,1,0,0,0,0,Roman Coppola,Comedy,United States,"English,Russian,Spanish",86,Low
A Good Marriage,2014,18+,32%,0,0,1,0,0,Peter Askin,"Crime,Drama,Thriller",United States,English,102,Low
A Good Night to Die,2003,18+,,0,0,1,0,0,Craig Singer,"Action,Comedy,Thriller",United States,English,100,Low
A Good Old Fashioned Orgy,2011,18+,35%,0,1,1,0,0,"Alex Gregory,Peter Huyck","Comedy,Romance",United States,English,95,Intermediate
A Goofy Movie,1995,all,59%,0,0,0,1,0,Kevin Lima,"Animation,Adventure,Comedy,Family,Musical,Romance","United States,Australia,France,Canada",English,78,Intermediate
A Grand Night In: The Story of Aardman,2015,7+,,1,0,0,0,0,"Richard Mears,Merlin Crossingham","Documentary,History",United Kingdom,English,60,High
A Gray State,2017,18+,100%,1,0,0,0,0,Erik Nelson,Documentary,United States,English,93,Intermediate
A Guide to Second Date Sex,2019,,43%,0,1,0,0,0,Rachel Hirons,"Comedy,Romance",United Kingdom,English,98,Low
A Guy Thing,2003,13+,24%,0,0,1,0,0,Chris Koch,"Comedy,Romance",United States,English,101,Intermediate
A Harlot's Progress,2006,,,0,0,1,0,0,Justin Hardy,"Biography,Drama,History",United Kingdom,English,120,High
A Haunted House,2013,18+,9%,1,0,0,0,0,Michael Tiddes,"Comedy,Fantasy",United States,"English,Spanish",86,Low
A Haunting at Silver Falls,2013,,,0,0,1,0,0,Brett Donowho,"Horror,Thriller",United States,English,96,Low
A Haunting at Silver Falls: The Return,2019,18+,,1,0,0,0,0,Teo Konuralp,Horror,United States,English,79,Low
A Haunting at the Hoyt Library,2015,,,0,0,1,0,0,Steven 'Prozak' Shippy,Documentary,United States,English,90,Intermediate
A Haunting in Georgia,2001,,,0,0,1,0,0,Jeffrey Fine,"Documentary,Horror",United States,English,94,Intermediate
A Haunting On Dice Road 2: Town of the Dead,2017,,,0,0,1,0,0,Steven 'Prozak' Shippy,Documentary,United States,English,73,High
A Haunting on Dice Road: The Hell House,2016,,,0,0,1,0,0,Steven 'Prozak' Shippy,Documentary,United States,English,90,Intermediate
A Haunting on Hamilton Street 2: The Stable,2011,,,0,0,1,0,0,Steven 'Prozak' Shippy,Documentary,United States,English,86,Intermediate
A Haunting on Washington Avenue: The Temple Theatre,2014,,,0,0,1,0,0,Steven 'Prozak' Shippy,Documentary,United States,English,90,Intermediate
A Heavy Heart,2015,,,1,0,0,0,0,Thomas Stuber,Drama,Germany,German,109,High
A Helluva Ride: The Trump Revolution Begins...,2017,,,0,0,1,0,0,,,,,,
A Holiday Engagement,2011,all,,0,0,1,0,0,Jim Fall,"Comedy,Romance",United States,English,97,Intermediate
A Home with a View,2019,,,1,0,0,0,0,Herman Yau,"Comedy,Drama",Hong Kong,Cantonese,92,Intermediate
A Horrible Woman,2017,,,0,0,1,0,0,Christian Tafdrup,Drama,Denmark,Danish,86,Intermediate
A Is For Acid,2002,,,0,0,1,0,0,Harry Bradbeer,"Crime,Drama,Mystery,Thriller",United Kingdom,English,99,High
A Journey Into the Holocaust,2015,,,0,0,1,0,0,Paul Bachow,"Documentary,History","United States,Poland",English,93,High
A Kid in King Arthur's Court,1995,7+,5%,0,0,0,1,0,Michael Gottlieb,"Adventure,Comedy,Family,Fantasy,Romance","United States,Hungary,United Kingdom",English,89,Low
A Kind of Murder,2016,18+,38%,0,1,0,0,0,Andy Goddard,"Crime,Drama,Mystery,Thriller",United States,English,95,Low
A Kiss Before Dying,1956,,100%,0,0,1,0,0,James Dearden,"Crime,Drama,Mystery,Thriller","United Kingdom,United States",English,94,Intermediate
A Lady Takes a Chance,1943,,,0,0,1,0,0,William A. Seiter,"Comedy,Romance,Western",United States,English,86,Intermediate
A Land Imagined,2019,,67%,1,0,0,0,0,Siew Hua Yeo,"Drama,Mystery","Singapore,France,Netherlands","Bengali,English,Mandarin",95,Intermediate
A Late Quartet,2012,18+,76%,0,0,1,0,0,Yaron Zilberman,"Drama,Music",United States,English,105,High
A Leaf of Faith,2018,,,1,0,0,0,0,"Chris Bell,David Baca Jr.",Documentary,United States,English,86,High
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2012,18+,44%,0,0,1,0,0,"Bill Jones,Jeff Simpson,Ben Timlett","Animation,Comedy",United Kingdom,English,85,Intermediate
A Life at Stake,1955,,,0,0,1,0,0,Paul Guilfoyle,"Drama,Film-Noir",United States,English,78,Intermediate
A Life Less Ordinary,1997,18+,39%,0,1,0,0,0,Danny Boyle,"Comedy,Crime,Fantasy,Romance","United Kingdom,United States",English,103,Intermediate
A Life of Speed: The Juan Manuel Fangio Story,2020,,,1,0,0,0,0,Francisco Macri,"Documentary,Biography,Sport",Argentina,"Spanish,English,Italian",92,Intermediate
A Light Beneath Their Feet,2016,18+,,0,0,1,0,0,Valerie Weiss,Drama,United States,English,90,Intermediate
A Little Bit of Heaven,2011,13+,4%,0,0,1,0,0,Nicole Kassell,"Comedy,Drama,Fantasy,Romance",United States,English,106,Intermediate
A Little Bit Zombie,2012,18+,,0,0,1,0,0,Casey Walker,"Comedy,Horror,Sci-Fi",Canada,English,87,Low
A Little Chaos,2015,18+,48%,1,0,0,0,0,Alan Rickman,"Drama,Romance",United Kingdom,English,112,Intermediate
A Little Help,2010,18+,41%,0,0,1,0,0,Michael J. Weithorn,"Comedy,Drama,Romance",United States,English,109,Intermediate
A Little Trip to Heaven,2005,18+,33%,0,0,1,0,0,"Baltasar Kormákur","Drama,Thriller","Iceland,United States",English,98,Intermediate
A Long Way From Home,2013,,33%,0,0,1,0,0,Virginia Gilbert,"Drama,Romance","United Kingdom,France",English,80,Low
A Love Story,2007,,,1,0,0,0,0,,Drama,Turkey,"Turkish,Turkmen",100,Intermediate
A Madea Family Funeral,2019,13+,12%,0,1,1,0,0,Tyler Perry,Comedy,United States,English,109,Low
A Man Alone,1955,,,0,1,0,0,0,Robert Siodmak,"Crime,Drama,Film-Noir,Mystery",United States,English,103,Intermediate
A Man Called Horse,1970,18+,86%,0,0,1,0,0,Elliot Silverstein,"Adventure,Drama,Western","Mexico,United States","English,Sioux,French",114,Intermediate
A Man Called Ove,2015,13+,90%,0,0,1,0,0,Hannes Holm,"Comedy,Drama,Romance",Sweden,"Swedish,Persian",116,High
A Man of No Importance,1994,18+,86%,0,0,1,0,0,Suri Krishnamma,"Comedy,Drama","Ireland,United Kingdom",English,99,Intermediate
A Mermaid's Tale,2017,all,,0,1,0,0,0,Dustin Rikert,"Adventure,Drama,Family",United States,English,92,Low
A Midsummer Night's Dream,2017,,65%,0,0,1,0,0,Michael Hoffman,"Comedy,Fantasy,Romance","United Kingdom,Italy,United States","English,Italian,Latin",116,Intermediate
A Mighty Team,2016,,,1,0,0,0,0,Seymour Kneitel,"Animation,Short",United States,English,,Intermediate
A Mile in His Shoes,2011,7+,,0,0,1,0,0,William Dear,"Drama,Family,Sport",Canada,English,89,Intermediate
A Million to Juan,1994,7+,,0,0,1,0,0,Paul Rodriguez,Comedy,United States,English,97,Intermediate
A Mission in an Old Movie,2012,,,1,0,0,0,0,,,,,,
A Model Daughter: The Killing of Caroline Byrne,2009,,,0,0,1,0,0,Tony Tilse,"Crime,Drama",Australia,English,94,Intermediate
A Monster with a Thousand Heads,2016,,90%,0,0,1,0,0,"Rodrigo Plá","Drama,Thriller",Mexico,Spanish,74,Intermediate
A Mosquito-Man,2016,,,0,0,1,0,0,Michael Manasseri,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",United States,English,79,Low
A Most Violent Year,2014,18+,89%,1,0,0,0,0,J.C. Chandor,"Action,Crime,Drama,Thriller","United States,United Arab Emirates","English,Spanish",125,High
A Most Wanted Man,2014,18+,87%,0,0,1,0,0,Anton Corbijn,"Crime,Drama,Thriller","United Kingdom,United States,Germany","Arabic,English,Turkish",122,Intermediate
A New Capitalism,2017,all,,1,0,0,0,0,Henry Grazinoli,Documentary,Brazil,"English,Spanish,Portuguese",71,Intermediate
A New High,2015,,,0,0,1,0,0,"Samuel Miron,Stephen Scott Scarpulla","Documentary,Action,Adventure,Drama",United States,English,91,High
A Nice Quiet Life,2018,,,0,0,1,0,0,Edgar Michael Bravo,"Drama,Romance",United States,English,85,Low
A Night at the Roxbury,1998,13+,11%,1,0,1,0,0,John Fortenberry,"Comedy,Music,Romance",United States,English,82,Intermediate
A Night in Old Mexico,2013,,43%,0,0,1,0,0,Emilio Aragón,"Adventure,Drama,Western","United States,Spain","English,Spanish",103,Intermediate
A Night Without Armor,2017,,,0,0,1,0,0,Steven Alexander,"Drama,Romance",United States,English,108,High
A Norml Life,2011,,,0,0,1,0,0,Rod Pitman,Documentary,United States,English,60,Intermediate
A Perfect Ending,2012,,,1,0,0,0,0,Nicole Conn,"Drama,Romance",United States,English,110,Intermediate
A Perfect Man,2013,18+,20%,1,0,0,0,0,Kees Van Oostrum,"Drama,Romance",United States,English,95,Low
A Picture of You,2014,,100%,0,0,1,0,0,J.P. Chan,Drama,United States,English,83,Intermediate
A Pistol for Ringo,1965,,,0,0,1,0,0,Duccio Tessari,"Action,Drama,Western","Italy,Spain","Italian,English",98,Intermediate
A Plastic Ocean,2016,,,1,0,0,0,0,Craig Leeson,Documentary,"United Kingdom,Hong Kong",English,102,High
A Prayer Before Dawn,2018,18+,92%,0,0,1,0,0,Jean-Stéphane Sauvaire,"Biography,Crime,Drama,Sport,Thriller","United Kingdom,France,China,Cambodia,United States,Germany","English,Thai",116,Intermediate
A Private War,2018,18+,87%,0,0,1,0,0,Matthew Heineman,"Biography,Drama,War","United Kingdom,United States",English,110,Intermediate
A Promise That Was Broken,2018,,,0,0,1,0,0,Jirí Chlumský,"Biography,Drama,Family,Sport,War","Slovakia,Czech Republic,United States","Slovak,Russian",129,
A Quiet Passion,2016,13+,92%,0,0,1,0,0,Terence Davies,"Biography,Drama","United Kingdom,Belgium,United States,Canada",English,125,Intermediate
A Quiet Place,2018,13+,95%,0,1,1,0,0,John Krasinski,"Drama,Horror,Sci-Fi",United States,"English,American Sign Language",90,High
A Reckoning,2018,,,0,0,1,0,0,Justin Lee,Western,United States,English,80,Low
A Red Bear,2002,,60%,0,0,1,0,0,Akira Kurosawa,Drama,Japan,Japanese,185,High
A Remarkable Tale,2019,7+,,1,0,0,0,0,Marina Seresesky,Comedy,Spain,"Spanish,Afrikaans",93,Low
A Ring of Endless Light,2002,all,,0,0,0,1,0,Greg Beeman,"Drama,Family,Romance",United States,English,88,Intermediate
A Rising Tide,2015,18+,,0,0,1,0,0,Ben Hickernell,"Drama,Romance",United States,English,98,Intermediate
A risky revenge,2019,,,0,0,1,0,0,Paul Ruven,Crime,Netherlands,English,80,
A River Below,2017,16+,100%,0,0,1,0,0,Mark Grieco,Documentary,"Colombia,United States","English,Spanish,Portuguese",86,High
A River Called Titas,1973,,,0,0,1,0,0,Ritwik Ghatak,"Drama,Family","India,Bangladesh",Bengali,159,High
A Romance of Happy Valley,1919,,,0,0,1,0,0,D.W. Griffith,"Drama,Romance",United States,English,76,Intermediate
A Romance of the Redwoods,1917,,,0,0,1,0,0,Cecil B. DeMille,"Adventure,Comedy,Drama,History,Romance,Western",United States,,91,Intermediate
A Royal Hangover,2014,,,0,0,1,0,0,Arthur Cauty,"Documentary,News","United Kingdom,France,United States",English,102,High
A Rumor of Angels,2000,13+,34%,0,0,1,0,0,Peter O'Fallon,Drama,United States,English,106,Intermediate
A Russell Peters Christmas Special,2011,,,1,0,0,0,0,Henry Sarwer-Foner,Comedy,Canada,English,44,Low
A Scandall,2016,,,1,0,1,0,0,Ishaan Trivedi,Thriller,India,Hindi,112,Low
A Score to Settle,2019,,15%,0,1,0,0,0,Shawn Ku,"Action,Crime,Drama,Thriller","Canada,United States","English,Spanish,Italian",103,Low
A Screaming Man,2010,,88%,0,0,1,0,0,Mahamat-Saleh Haroun,Drama,"France,Belgium,Chad","French,Arabic",92,Intermediate
A Second Chance,2015,,,1,1,0,0,0,Clay Glen,"Drama,Family,Sport",Australia,English,90,High
A Secret Love,2020,,,1,0,0,0,0,Chris Bolan,Documentary,United States,English,81,High
A Serious Man,2009,18+,90%,1,0,0,0,0,"Ethan Coen,Joel Coen","Comedy,Drama","United States,United Kingdom,France","English,Yiddish,Hebrew",106,High
A Shaun the Sheep Movie: Farmageddon,2019,all,97%,1,0,0,0,0,"Will Becher,Richard Phelan","Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi","United Kingdom,France,Belgium,United States",English,86,Intermediate
A Short History of Decay,2014,18+,67%,0,0,1,0,0,Michael Maren,Comedy,United States,English,94,Intermediate
A Shot in the Dark,2005,,,0,0,1,0,0,Blake Edwards,"Comedy,Mystery","United Kingdom,United States","English,Spanish",102,Intermediate
A Silent Voice,2016,,94%,1,0,0,0,0,Naoko Yamada,"Animation,Drama,Family,Romance",Japan,"Japanese,Japanese Sign Language",130,High
A Simple Curve,2005,,63%,0,0,1,0,0,Aubrey Nealon,Drama,Canada,English,92,Intermediate
A Simple Favor,2018,18+,85%,0,1,1,0,0,Paul Feig,"Comedy,Crime,Drama,Mystery,Thriller","Canada,United States",English,117,Intermediate
A Single Man,2009,18+,85%,1,0,0,0,0,Tom Ford,"Drama,Romance",United States,"English,Spanish",99,High
A Sister's Call,2012,,,0,0,1,0,0,"Kyle Tekiela,Rebecca Schaper","Documentary,Biography,Drama,Family",United States,English,76,High
A Sister's Nightmare,2013,16+,,0,0,1,0,0,Vic Sarin,"Drama,Mystery,Thriller",Canada,English,86,Intermediate
A Snow Capped Christmas,2016,all,,0,0,1,0,0,"Christie Will Wolf,Christie Will",Romance,"Canada,United States",English,87,Intermediate
A Sort of Family,2018,,,1,0,0,0,0,Diego Lerman,"Crime,Drama,Thriller","Argentina,Brazil,France,Poland,Germany,Denmark",Spanish,95,Intermediate
A Sort of Homecoming,2015,,,1,0,0,0,0,Maria Burton,Drama,United States,English,88,Intermediate
A Special Lady,2017,,,0,0,1,0,0,An-kyu Lee,"Action,Crime",South Korea,Korean,91,Intermediate
A Spell to Ward Off the Darkness,2013,7+,95%,0,0,1,0,0,"Ben Rivers,Ben Russell","Documentary,Music","France,Estonia,Germany",English,98,Intermediate
A Star Is Born,1937,,100%,0,0,1,0,0,Bradley Cooper,"Drama,Music,Romance",United States,English,136,High
A Stoning in Fulham County,1988,,,1,0,0,0,0,Larry Elikann,"Crime,Drama,Thriller",United States,English,94,Intermediate
A StoryBots Christmas,2017,,,1,0,0,0,0,"Jeff Gill,Evan Spiridellis","Short,Family,Fantasy,Musical",United States,English,24,Intermediate
A Strange Brand of Happy,2013,13+,,0,0,1,0,0,Brad Wise,Comedy,United States,English,95,Intermediate
A Street Cat Named Bob,2016,,77%,0,0,1,0,0,Roger Spottiswoode,"Biography,Drama,Family",United Kingdom,English,103,High
A Suitable Girl,2017,,87%,0,0,1,0,0,"Sarita Khurana,Smriti Mundhra",Documentary,"United States,India","English,Hindi",90,Intermediate
A Summer Dress,1996,,,0,0,1,0,0,François Ozon,"Short,Comedy,Drama,Romance",France,French,15,High
A Sun,2019,,,1,0,0,0,0,Mong-Hong Chung,"Crime,Drama",Taiwan,Mandarin,156,High
A Syrian Love Story,2015,,92%,0,0,1,0,0,Sean McAllister,"Documentary,Drama","United Kingdom,France,Lebanon,Syria","English,Arabic,French",76,High
A Tale of Love and Darkness,2015,13+,71%,1,0,0,0,0,Natalie Portman,"Biography,Drama,History,Mystery,Romance,War","Israel,United States","Hebrew,English,Arabic,Russian",95,Intermediate
A Tale of Two Critters,1977,all,,0,0,0,1,0,Jack Speirs,"Adventure,Family",United States,English,48,Intermediate
A Tale of Two Kitchens,2019,,,1,0,0,0,0,Trisha Ziff,"Documentary,Short",,,29,Intermediate
A Talking Pony!?!,2013,,,0,0,1,0,0,David DeCoteau,"Comedy,Family,Fantasy",United States,English,88,Low
A Taxi Driver,2017,,96%,0,1,0,0,0,Hun Jang,"Action,Drama,History",South Korea,"Korean,German,English,Japanese",137,High
A Teacher,2013,,34%,0,1,0,0,0,Hannah Fidell,"Drama,Romance",United States,English,75,Low
A Thousand Junkies,2017,18+,,0,0,1,0,0,Tommy Swerdlow,"Comedy,Drama",United States,English,75,Intermediate
"A Time to Live, a Time to Die",1985,7+,100%,0,0,1,0,0,Hsiao-Hsien Hou,"Biography,Drama",Taiwan,"Mandarin,Hakka",138,High
A Time to Remember,1987,all,,0,0,1,0,0,John Putch,"Drama,Family",United States,English,88,Low
A To Zeppelin: The Story Of Led Zeppelin,2004,,,0,0,1,0,0,Mark McLaughlin,Documentary,United States,English,55,Intermediate
A Town Called Panic,2009,7+,81%,0,0,1,0,0,"Stéphane Aubier,Vincent Patar","Animation,Adventure,Comedy,Family,Fantasy","Belgium,Luxembourg,France",French,75,High
A Trip to the Moon,1902,all,100%,0,0,1,0,0,Georges Méliès,"Short,Action,Adventure,Comedy,Fantasy,Sci-Fi",France,"None,French",13,High
A Triumph of the Heart: The Ricky Bell Story,1991,,,1,0,0,0,0,Richard Michaels,"Biography,Drama,Sport",United States,English,100,High
A Truthful Mother,2019,,,1,0,0,0,0,Ravishankar Venkateswaran,Animation,India,Sanskrit,85,Intermediate
A Turtle's Tale 2: Sammy's Escape from Paradise,2012,,20%,0,0,1,0,0,"Vincent Kesteloot,Ben Stassen,Mimi Maynard","Animation,Adventure,Family","Belgium,United States,France,Italy",English,92,Intermediate
A Turtle's Tale: Sammy's Adventures,2010,all,44%,0,0,1,0,0,"Ben Stassen,Mimi Maynard","Animation,Adventure,Family","France,Belgium,United States","Danish,Italian,English",88,Intermediate
A Twelve-Year Night,2018,,88%,1,0,0,0,0,Álvaro Brechner,"Biography,Crime,Drama,History","Uruguay,Spain,Argentina,France,Germany",Spanish,122,High
A Very Murray Christmas,2015,18+,71%,1,0,0,0,0,Sofia Coppola,"Comedy,Music,Musical",United States,English,56,Intermediate
A Very Natural Thing,1974,18+,,0,0,1,0,0,Christopher Larkin,"Drama,Romance",United States,English,80,Intermediate
A Very Sordid Wedding,2017,18+,86%,0,1,1,0,0,Del Shores,Comedy,United States,English,109,Low
A Vigilante,2018,18+,92%,0,0,1,0,0,Sarah Daggar-Nickson,"Crime,Drama,Mystery,Thriller",United States,English,91,Intermediate
A Violent Life,2017,,60%,0,0,1,0,0,Thierry de Peretti,"Drama,Thriller",France,French,107,Intermediate
A Vow To Cherish,1999,,,0,0,1,0,0,John Schmidt,"Drama,Family",United States,English,84,Intermediate
A Wednesday!,2008,,,1,0,0,0,0,Neeraj Pandey,"Crime,Drama,Mystery,Thriller",India,"Hindi,English",104,High
A Week in Watts,2017,,,1,0,0,0,0,Gregory Caruso,Documentary,United States,English,91,Intermediate
A Wife's Nightmare,2014,7+,,0,0,1,0,0,Vic Sarin,"Drama,Mystery,Thriller",Canada,English,85,Intermediate
A Wind Named Amnesia,1990,,,0,0,1,0,0,Kazuo Yamazaki,"Animation,Adventure,Drama,Mystery,Romance,Sci-Fi,Thriller",Japan,"Japanese,English",80,Intermediate
A Witches' Ball,2017,7+,,1,0,0,0,0,Justin G. Dyck,Family,Canada,English,90,Low
A Woman's Worth,2018,,,0,0,1,0,0,"Consuella Raynor,Rosa Nichols",Comedy,United States,English,,
A Wonderful Cloud,2015,,,0,0,1,0,0,Eugene Kotlyarenko,"Comedy,Romance",United States,English,81,Intermediate
A Wonderful Night in Split,2004,,,0,0,1,0,0,Arsen A. Ostojic,"Crime,Drama,Romance",Croatia,"Croatian,Serbian,English",100,High
A Wrinkle in Time,2018,7+,42%,0,0,0,1,0,Ava DuVernay,"Adventure,Family,Fantasy,Sci-Fi",United States,English,109,Low
A Year and Change,2015,,,0,0,1,0,0,Stephen Suettinger,"Comedy,Drama",United States,English,93,Intermediate
A Yellow Bird,2016,,,1,0,0,0,0,K Rajagopal,Drama,"Singapore,France","Tamil,Mandarin,English",112,Intermediate
A Young Man With High Potential,2019,,,0,0,1,0,0,Linus de Paoli,"Drama,Thriller",Germany,English,85,Intermediate
A.C.O.D.,2013,18+,52%,0,0,1,0,0,Stuart Zicherman,Comedy,United States,English,88,Intermediate
A.R.C.H.I.E. 2: Mission Impawsible,2018,7+,,0,1,0,0,0,Robin Dunne,Family,Canada,English,82,Low
